Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SEAS,"SeaWorld Entertainment, Inc.",11.68,$1.06B,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
EYES,"Second Sight Medical Products, Inc.",1.08,$61.34M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.31,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,7.19,$184.35M,2017,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,10.02,$812.37M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.4,$85.46M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,64.38,$10.14B,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
JBN,Select Asset Inc.,10.7,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,10.75,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
SLCT,"Select Bancorp, Inc.",11.74,$136.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
WTTR,"Select Energy Services, Inc.",16.36,$1.13B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/wttr
SIR,Select Income REIT,24.21,$2.17B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
SEM,Select Medical Holdings Corporation,18.6,$2.47B,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SELB,"Selecta Biosciences, Inc.",21.04,$464.44M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
SGZA,"Selective Insurance Group, Inc.",25.59,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
SIGI,"Selective Insurance Group, Inc.",58.95,$3.44B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
SEMG,Semgroup Corporation,26.95,$2.12B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,8.23,$7.66B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
LEDS,SemiLEDS Corporation,2.15,$7.62M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SRE,Sempra Energy,116.63,$29.31B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
SMTC,Semtech Corporation,40.5,$2.68B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,34.8,$339.64M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,35.25,$344.03M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",2.79,$28.81M,2016,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,18.49,$4.39B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,25.08,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,27.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhnl
SNMX,"Senomyx, Inc.",0.87,$41.34M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
ST,Sensata Technologies Holding N.V.,48.25,$8.27B,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SENS,"Senseonics Holdings, Inc.",2.57,$316.63M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sens
SXT,Sensient Technologies Corporation,75.81,$3.33B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SRTS,"Sensus Healthcare, Inc.",5.88,$79.31M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",1.01,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stnl
SQNS,Sequans Communications S.A.,1.79,$142.77M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
SQBG,"Sequential Brands Group, Inc.",2.5,$157.77M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",9.68,$392.16M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
SRG,Seritage Growth Properties,41.65,$2.33B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,35.06,$6.57B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",47.16,$6.29B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",124.51,$21.25B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SREV,"ServiceSource International, Inc.",3.48,$310.38M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",41.03,$2.17B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
SVT,"Servotronics, Inc.",8.77,$21.35M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
SSC,"Seven Stars Cloud Group, Inc.",1.9099,$118.71M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ssc
SVBI,Severn Bancorp Inc,7,$84.96M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",5.26,$22.13M,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",1.14,$11.55M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SHAK,"Shake Shack, Inc.",37.15,$1.36B,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
SMED,Sharps Compliance Corp,4.12,$65.95M,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",4.5,$37.74M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/shsp
SJR,Shaw Communications Inc.,22.93,$10.9B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",26.04,$4.62B,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHEN,Shenandoah Telecommunications Co,37.9,$1.86B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHW,Sherwin-Williams Company (The),395.77,$37.01B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
PIXY,"ShiftPixy, Inc.",3.1,$88.48M,2017,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",9.27,$214.36M,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scci
TYHT,"Shineco, Inc.",3.8,$79.93M,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/tyht
SHG,Shinhan Financial Group Co Ltd,45.24,$21.45B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,15.05,$1.53B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
SHPG,Shire plc,145.75,$44.14B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",17.96,$305.68M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHOP,Shopify Inc.,96.2,$8.29B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SHBI,Shore Bancshares Inc,16.53,$209.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",16.99,$163.19M,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",41.97,$1.38B,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SSTK,"Shutterstock, Inc.",38.01,$1.32B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SIFI,"SI Financial Group, Inc.",14.95,$182.87M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SBGL,Sibanye Gold Limited,5.26,$58.17M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
SIEB,Siebert Financial Corp.,3.8485,$84.99M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",19.91,$408.78M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",13.88,$267.98M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,26.14,$394.35M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SMTS,Sierra Metals Inc.,2.5298,$411.55M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/smts
SRRA,"Sierra Oncology, Inc.",1.99,$104.01M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",22.35,$720.11M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIF,"SIFCO Industries, Inc.",7.1,$39.73M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
SIFY,Sify Technologies Limited,1.43,$255.3M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",5.95,$229.17M,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SGLB,"Sigma Labs, Inc.",1.74,$7.95M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",0.4666,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",9.63,$40.45M,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,129.7,$7.08B,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,96.07,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SIG,Signet Jewelers Limited,66.47,$4.02B,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SLGN,Silgan Holdings Inc.,29.29,$3.23B,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,69.76,$519.4M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",93.65,$3.99B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,48.46,$1.71B,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",7.8,$4.86B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SRUN,Silver Run Acquisition Corporation II,9.99,$1.29B,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srun
SRUNU,Silver Run Acquisition Corporation II,10.47,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srunu
SRUNW,Silver Run Acquisition Corporation II,1.52,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srunw
SSNI,"Silver Spring Networks, Inc.",16.09,$868.51M,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SBOW,"SilverBow Resorces, Inc.",22.27,$256.7M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbow
SVM,Silvercorp Metals Inc.,2.6,$437.31M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svm
SAMG,Silvercrest Asset Management Group Inc.,16.25,$210.6M,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SSNT,"SilverSun Technologies, Inc.",4.15,$18.63M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ssnt
SFNC,Simmons First National Corporation,57.35,$2.64B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SPG,"Simon Property Group, Inc.",157.09,$48.83B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",57.58,$2.72B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SLP,"Simulations Plus, Inc.",16,$275.93M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,113.13,$8.09B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",31.05,$3.19B,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",2.74,$27.69M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",61.11,$6.6B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SVA,"Sinovac Biotech, Ltd.",7.17,$408.83M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Holdings Inc.,5.44,$25B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SRVA,"SIRVA, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srva
SITE,"SiteOne Landscape Supply, Inc.",63.42,$2.52B,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site
SITO,"SITO Mobile, Ltd.",7.82,$171.31M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sito
SIX,Six Flags Entertainment Corporation New,63.09,$5.29B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
SJW,SJW Group,60.01,$1.23B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",26.12,$16.62B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",32.55,$5.16B,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SKYS,"Sky Solar Holdings, Ltd.",1.819,$95.39M,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/skys
SKY,Skyline Corporation,11.9,$99.86M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky
SKLN,Skyline Medical Inc.,2.09,$13.03M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln
SKYW,"SkyWest, Inc.",47.05,$2.44B,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",111.32,$20.45B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
SLG,SL Green Realty Corporation,95.19,$9.28B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,25.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SNBR,Sleep Number Corporation,33.85,$1.35B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snbr
SLM,SLM Corporation,10.48,$4.53B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMBP,SLM Corporation,67.51,$270.04M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SM,SM Energy Company,21.88,$2.44B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
RNSC,Small Cap US Equity Select ETF,20.84,$2.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnsc
SFS,Smart,6.1,$451.53M,2014,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfs
SGH,"SMART Global Holdings, Inc.",29.96,$652.42M,2017,Technology,Semiconductors,http://www.nasdaq.com/symbol/sgh
SND,"Smart Sand, Inc.",7.16,$289.07M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/snd
SMBK,"SmartFinancial, Inc.",23.26,$191.24M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smbk
SNN,"Smith & Nephew SNATS, Inc.",36.91,$16.68B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,59.92,$10.34B,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SMSI,"Smith Micro Software, Inc.",1.66,$23.73M,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.48,$24.9M,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
SNAP,Snap Inc.,14.51,$17.37B,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,158.36,$9.03B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
LNCE,"Snyder&#39;s-Lance, Inc.",37.65,$3.64B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
IPOA,Social Capital Hedosophia Holdings Corp.,10.2689,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/ipoa
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/ipoa.u
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipoa.ws
SRAX,"Social Reality, Inc.",3.55,$28.49M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/srax
SQM,Sociedad Quimica y Minera S.A.,61.28,$16.13B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SCKT,"Socket Mobile, Inc.",3.7,$25.83M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
SODA,SodaStream International Ltd.,66.71,$1.45B,2010,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,57.63,$2.24B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRA,Solar Capital Ltd.,25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SLRC,Solar Capital Ltd.,21.22,$896.77M,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,17.66,$283.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns
SEDG,"SolarEdge Technologies, Inc.",32.85,$1.38B,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SOI,"Solaris Oilfield Infrastructure, Inc.",16.07,$695.36M,2017,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/soi
SLNO,"Soleno Therapeutics, Inc.",1.909,$19.85M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",0.12,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slnow
SNGX,"Soligenix, Inc.",1.96,$11.22M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",0.5959,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngxw
XPL,Solitario Zinc Corp.,0.61,$35.65M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl
SAH,"Sonic Automotive, Inc.",20.35,$879.03M,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah
SONC,Sonic Corp.,25.15,$1.01B,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",3.3791,$15.06M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SON,Sonoco Products Company,51.89,$5.16B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son
SNOA,"Sonoma Pharmaceuticals, Inc.",4.22,$18.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.3617,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoaw
SONS,"Sonus Networks, Inc.",7.1,$355.51M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SNE,Sony Corp Ord,43.54,$55B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne
SPHS,"Sophiris Bio, Inc.",2.09,$62.93M,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",4.61,$89M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",2.575,$202.19M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
BID,Sotheby&#39;s,51.42,$2.71B,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SOHO,Sotherly Hotels Inc.,6.18,$85.38M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
SOHOB,Sotherly Hotels Inc.,25.35,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohob
SOHOO,Sotherly Hotels Inc.,25.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohoo
SOHOM,Sotherly Hotels LP,25.66,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom
SFBC,"Sound Financial Bancorp, Inc.",33.75,$84.71M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SOR,"Source Capital, Inc.",40.92,$352.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",33.36,$2.65B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SSB,South State Corporation,89.45,$2.62B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
SXE,"Southcross Energy Partners, L.P.",2.01,$157.75M,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe
SCE^B,Southern California Edison Company,24.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,24.694,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,25.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,25.6867,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e
SCE^G,Southern California Edison Company,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,27.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,27.0416,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,27.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^l
SO,Southern Company (The),52.08,$52.05B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),26.94,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),25.37,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,43,$33.24B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco
SFST,"Southern First Bancshares, Inc.",38.6,$282.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",37.22,$319.77M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",16.15,$386.15M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",35.56,$1.05B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
LUV,Southwest Airlines Company,53.99,$32.32B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",81.95,$3.9B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SGB,Southwest Georgia Financial Corporation,20.95,$53.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
SWN,Southwestern Energy Company,5.85,$3B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy Company,13.4,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc
SP,SP Plus Corporation,38.35,$863.16M,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp
SGRP,"SPAR Group, Inc.",1.03,$21.22M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",14.7,$509.07M,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke
SPKEP,"Spark Energy, Inc.",27.31,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spkep
LOV,"Spark Networks, Inc.",1.2,$38.71M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
ONCE,"Spark Therapeutics, Inc.",78.56,$2.87B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",15.7,$550.97M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,25.76,$960.09M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn
